tiempo,voltaje
296.908,-256.114
296.917,-164.858
296.925,-236.265
296.935,-208.459
296.947,-186.868
296.956,-256.114
296.969,-164.724
296.977,-235.863
296.986,-208.057
296.995,-185.779
297.008,-255.846
297.018,-162.563
297.028,-236.131
297.035,-207.655
297.054,-187.940
297.057,-256.248
297.068,-164.590
297.077,-236.265
297.085,-207.387
297.095,-188.492
297.116,-255.846
297.118,-164.188
297.126,-236.533
297.137,-206.432
297.147,-188.492
297.166,-255.846
297.167,-164.188
297.179,-237.621
297.188,-206.164
297.196,-188.894
297.206,-255.712
297.227,-164.590
297.228,-237.621
297.238,-205.494
297.247,-189.564
297.257,-255.846
297.265,-164.456
297.276,-238.023
297.286,-205.762
297.298,-189.698
297.307,-255.712
297.315,-164.456
297.334,-238.693
297.337,-204.690
297.348,-190.653
297.357,-255.846
297.366,-164.724
297.383,-238.559
297.386,-204.824
297.398,-190.653
297.407,-255.846
297.415,-164.590
297.425,-238.827
297.442,-204.003
297.446,-191.055
297.456,-255.712
297.465,-164.456
297.476,-238.961
297.490,-203.869
297.496,-191.189
297.506,-255.578
297.516,-164.322
297.525,-238.157
297.536,-203.869
297.548,-191.189
297.560,-255.712
297.566,-164.322
297.575,-239.916
297.585,-202.663
297.598,-191.859
297.607,-254.891
297.620,-164.724
297.626,-239.246
297.636,-203.065
297.645,-192.261
297.658,-255.025
297.668,-164.456
297.676,-240.050
297.687,-202.111
297.706,-191.859
297.707,-254.891
297.716,-164.188
297.726,-239.916
297.737,-201.307
297.745,-193.082
297.766,-255.025
297.768,-164.054
297.778,-240.050
297.786,-201.173
297.797,-193.618
297.805,-254.891
297.817,-163.786
297.828,-240.720
297.837,-200.637
297.848,-193.618
297.855,-254.355
297.876,-163.786
297.879,-239.782
297.887,-200.101
297.895,-194.690
297.905,-255.712
297.916,-164.322
297.928,-241.541
297.938,-199.682
297.946,-194.824
297.957,-254.489
297.965,-164.188
297.984,-241.407
297.986,-199.548
297.997,-194.958
298.006,-253.953
298.015,-163.786
298.033,-239.246
298.037,-199.682
298.046,-195.226
298.056,-254.355
298.065,-163.116
298.075,-242.077
298.091,-198.878
298.096,-195.226
298.106,-253.417
298.117,-163.652
298.125,-242.211
298.140,-198.342
298.146,-195.645
298.155,-253.819
298.165,-163.786
298.175,-242.613
298.185,-198.074
298.200,-195.511
298.209,-253.819
298.216,-164.188
298.226,-242.881
298.235,-198.208
298.248,-196.047
298.258,-253.551
298.266,-164.188
298.277,-242.479
298.285,-197.253
298.295,-196.315
298.309,-252.881
298.317,-163.250
298.327,-243.015
298.337,-196.583
298.345,-196.985
298.357,-253.417
298.366,-167.554
298.379,-242.881
298.387,-196.047
298.395,-196.717
298.416,-252.194
298.417,-163.786
298.426,-242.881
298.436,-195.779
298.447,-197.387
298.466,-252.730
298.468,-163.250
298.477,-243.149
298.486,-195.377
298.498,-197.521
298.505,-252.194
298.524,-163.116
298.526,-243.283
298.536,-195.377
298.548,-198.208
298.556,-252.194
298.576,-164.188
298.577,-243.149
298.586,-194.958
298.599,-197.672
298.608,-251.926
298.615,-164.322
298.625,-243.970
298.636,-194.958
298.647,-198.342
298.656,-251.524
298.669,-164.188
298.677,-243.283
298.690,-194.422
298.697,-198.744
298.709,-251.926
298.715,-163.652
298.726,-244.640
298.735,-194.690
298.757,-199.414
298.759,-251.524
298.767,-163.786
298.776,-244.104
298.786,-193.350
298.806,-197.521
298.807,-251.524
298.816,-164.188
298.829,-244.506
298.836,-192.797
298.845,-199.682
298.866,-251.524
298.868,-164.322
298.880,-245.042
298.886,-193.350
298.896,-200.101
298.915,-251.524
298.915,-164.456
298.929,-245.444
298.936,-193.350
298.946,-200.637
298.955,-251.524
298.974,-164.724
298.976,-245.444
298.988,-192.797
298.999,-199.966
299.006,-251.524
299.024,-164.724
299.026,-245.712
299.036,-192.395
299.049,-201.173
299.055,-251.390
299.065,-165.126
299.075,-246.131
299.096,-191.859
299.097,-201.441
299.107,-250.586
299.116,-164.456
299.127,-246.399
299.145,-192.395
299.146,-201.709
299.156,-251.256
299.169,-164.724
299.176,-245.712
299.185,-191.055
299.205,-201.709
299.206,-250.586
299.218,-164.456
299.228,-246.667
299.235,-191.323
299.253,-202.111
299.256,-249.899
299.267,-164.322
299.276,-246.399
299.286,-190.653
299.295,-202.529
299.314,-249.765
299.315,-163.920
299.328,-246.265
299.338,-190.921
299.346,-202.529
299.365,-249.765
299.366,-164.456
299.375,-247.069
299.388,-190.101
299.396,-202.111
299.405,-249.363
299.415,-164.322
299.436,-246.667
299.438,-189.698
299.447,-202.261
299.456,-248.961
299.466,-164.456
299.486,-246.667
299.488,-189.430
299.496,-203.199
299.509,-249.229
299.516,-165.126
299.525,-247.203
299.544,-189.564
299.546,-203.869
299.555,-249.363
299.568,-164.992
299.575,-247.203
299.595,-188.626
299.597,-203.869
299.608,-248.693
299.617,-164.724
299.625,-247.203
299.635,-189.430
299.654,-204.137
299.656,-248.693
299.668,-164.724
299.677,-247.471
299.685,-188.626
299.702,-204.137
299.706,-248.291
299.718,-164.724
299.727,-247.605
299.736,-188.358
299.745,-204.958
299.759,-248.007
299.770,-164.456
299.777,-247.873
299.786,-187.002
299.795,-204.137
299.808,-248.007
299.818,-165.126
299.827,-248.007
299.838,-188.492
299.846,-205.494
299.855,-248.007
299.868,-165.126
299.878,-247.605
299.886,-187.136
299.899,-204.690
299.906,-247.471
299.916,-165.126
299.926,-247.873
299.939,-187.136
299.948,-204.958
299.955,-247.203
299.976,-165.126
299.976,-248.141
299.987,-186.734
299.998,-205.494
300.006,-247.337
300.026,-165.126
300.027,-248.425
300.036,-187.940
300.049,-205.226
300.056,-247.605
300.065,-165.544
300.083,-249.095
300.086,-186.734
300.098,-206.298
300.107,-247.203
300.115,-165.126
300.135,-249.363
300.136,-186.734
300.145,-206.985
300.159,-247.069
300.166,-165.812
300.175,-249.229
300.185,-186.466
300.206,-206.164
300.208,-246.533
300.216,-164.992
300.226,-249.229
300.237,-186.466
300.255,-207.387
300.256,-246.935
300.269,-165.260
300.279,-249.229
300.286,-186.064
300.296,-207.387
300.305,-246.935
